Cache il1:
Cache Set #0: misses - 4, hits - 31
Cache Set #104: misses - 6, hits - 90
Cache Set #105: misses - 4, hits - 80
Cache Set #106: misses - 4, hits - 48
Cache Set #107: misses - 3, hits - 36
Cache Set #108: misses - 3, hits - 39
Cache Set #109: misses - 3, hits - 42
Cache Set #110: misses - 3, hits - 14
Cache Set #111: misses - 2, hits - 14
Cache Set #112: misses - 5, hits - 34
Cache Set #113: misses - 2, hits - 13
Cache Set #114: misses - 3, hits - 17
Cache Set #115: misses - 3, hits - 93
Cache Set #116: misses - 4, hits - 228
Cache Set #117: misses - 4, hits - 2238
Cache Set #118: misses - 3, hits - 270
Cache Set #119: misses - 4, hits - 122
Cache Set #120: misses - 4, hits - 246
Cache Set #121: misses - 4, hits - 74
Cache Set #122: misses - 3, hits - 60
Cache Set #123: misses - 3, hits - 52
Cache Set #124: misses - 2, hits - 31
Cache Set #125: misses - 6, hits - 34
Cache Set #126: misses - 3, hits - 55
Cache Set #127: misses - 5, hits - 48
Cache dl1:
Cache Set #0: misses - 3, hits - 188
Cache Set #1: misses - 3, hits - 148
Cache Set #2: misses - 4, hits - 208
Cache Set #3: misses - 2, hits - 190
Cache Set #4: misses - 4, hits - 51
Cache Set #5: misses - 3, hits - 19
Cache Set #6: misses - 3, hits - 17
Cache Set #7: misses - 3, hits - 85
Cache Set #8: misses - 4, hits - 38
Cache Set #9: misses - 3, hits - 68
Cache Set #10: misses - 3, hits - 18
Cache Set #11: misses - 1, hits - 15
Cache Set #12: misses - 2, hits - 18
Cache Set #13: misses - 1, hits - 15
Cache Set #14: misses - 2, hits - 17
Cache Set #15: misses - 1, hits - 15
Cache Set #16: misses - 2, hits - 18
Cache Set #17: misses - 1, hits - 15
Cache Set #18: misses - 2, hits - 17
Cache Set #19: misses - 1, hits - 15
Cache Set #20: misses - 2, hits - 18
Cache Set #21: misses - 1, hits - 15
Cache Set #22: misses - 2, hits - 17
Cache Set #23: misses - 1, hits - 15
Cache Set #24: misses - 2, hits - 18
Cache Set #25: misses - 2, hits - 15
Cache Set #26: misses - 2, hits - 17
Cache Set #27: misses - 1, hits - 15
Cache Set #28: misses - 2, hits - 18
Cache Set #29: misses - 1, hits - 15
Cache Set #30: misses - 2, hits - 17
Cache Set #31: misses - 2, hits - 18
Cache Set #32: misses - 3, hits - 18
Cache Set #33: misses - 1, hits - 15
Cache Set #34: misses - 2, hits - 17
Cache Set #35: misses - 1, hits - 15
Cache Set #36: misses - 2, hits - 18
Cache Set #37: misses - 1, hits - 15
Cache Set #38: misses - 2, hits - 17
Cache Set #39: misses - 1, hits - 15
Cache Set #40: misses - 2, hits - 18
Cache Set #41: misses - 1, hits - 15
Cache Set #42: misses - 2, hits - 17
Cache Set #43: misses - 1, hits - 15
Cache Set #44: misses - 2, hits - 18
Cache Set #45: misses - 1, hits - 15
Cache Set #46: misses - 2, hits - 17
Cache Set #47: misses - 1, hits - 15
Cache Set #48: misses - 3, hits - 50
Cache Set #49: misses - 1, hits - 15
Cache Set #50: misses - 2, hits - 17
Cache Set #51: misses - 1, hits - 15
Cache Set #52: misses - 2, hits - 18
Cache Set #53: misses - 1, hits - 15
Cache Set #54: misses - 3, hits - 31
Cache Set #55: misses - 1, hits - 15
Cache Set #56: misses - 2, hits - 20
Cache Set #57: misses - 1, hits - 15
Cache Set #58: misses - 2, hits - 317
Cache Set #59: misses - 2, hits - 170
Cache Set #60: misses - 2, hits - 174
Cache Set #61: misses - 2, hits - 103
Cache Set #62: misses - 3, hits - 86
Cache Set #63: misses - 2, hits - 35
Cache Set #64: misses - 3, hits - 76
Cache Set #65: misses - 2, hits - 39
Cache Set #66: misses - 2, hits - 30
Cache Set #67: misses - 3, hits - 45
Cache Set #68: misses - 3, hits - 77
Cache Set #69: misses - 3, hits - 116
Cache Set #70: misses - 3, hits - 41
Cache Set #71: misses - 3, hits - 60
Cache Set #72: misses - 3, hits - 31
Cache Set #73: misses - 2, hits - 30
Cache Set #74: misses - 2, hits - 30
Cache Set #75: misses - 2, hits - 30
Cache Set #76: misses - 2, hits - 30
Cache Set #77: misses - 2, hits - 30
Cache Set #78: misses - 2, hits - 30
Cache Set #79: misses - 2, hits - 30
Cache Set #80: misses - 2, hits - 30
Cache Set #81: misses - 2, hits - 30
Cache Set #82: misses - 2, hits - 30
Cache Set #83: misses - 3, hits - 33
Cache Set #84: misses - 3, hits - 49
Cache Set #85: misses - 3, hits - 65
Cache Set #86: misses - 3, hits - 83
Cache Set #87: misses - 3, hits - 54
Cache Set #88: misses - 3, hits - 54
Cache Set #89: misses - 2, hits - 30
Cache Set #90: misses - 3, hits - 57
Cache Set #91: misses - 4, hits - 121
Cache Set #92: misses - 4, hits - 425
Cache Set #93: misses - 4, hits - 166
Cache Set #94: misses - 2, hits - 30
Cache Set #95: misses - 2, hits - 30
Cache Set #96: misses - 2, hits - 30
Cache Set #97: misses - 2, hits - 30
Cache Set #98: misses - 2, hits - 30
Cache Set #99: misses - 2, hits - 30
Cache Set #100: misses - 3, hits - 34
Cache Set #101: misses - 2, hits - 30
Cache Set #102: misses - 2, hits - 30
Cache Set #103: misses - 2, hits - 30
Cache Set #104: misses - 4, hits - 43
Cache Set #105: misses - 4, hits - 62
Cache Set #106: misses - 5, hits - 97
Cache Set #107: misses - 3, hits - 36
Cache Set #108: misses - 4, hits - 72
Cache Set #109: misses - 5, hits - 73
Cache Set #110: misses - 4, hits - 75
Cache Set #111: misses - 4, hits - 30
Cache Set #112: misses - 3, hits - 36
Cache Set #113: misses - 4, hits - 40
Cache Set #114: misses - 4, hits - 62
Cache Set #115: misses - 4, hits - 54
Cache Set #116: misses - 4, hits - 160
Cache Set #117: misses - 4, hits - 38
Cache Set #118: misses - 2, hits - 30
Cache Set #119: misses - 2, hits - 30
Cache Set #120: misses - 2, hits - 30
Cache Set #121: misses - 2, hits - 30
Cache Set #122: misses - 3, hits - 33
Cache Set #123: misses - 3, hits - 84
Cache Set #124: misses - 4, hits - 227
Cache Set #125: misses - 5, hits - 251
Cache Set #126: misses - 5, hits - 199
Cache Set #127: misses - 5, hits - 79
